transcript	stat	collagen
Cluster-23742.1	0.281575504	1
Cluster-28588.0	-0.055314017	1
Cluster-28780.1	0.548661758	1
Cluster-28930.0	1.755362141	1
Cluster-33358.11803	-1.256976601	1
Cluster-33358.18067	-3.090939748	1
Cluster-33358.24797	-2.762890055	1
Cluster-33358.24798	-3.841419824	1
Cluster-33358.24799	-1.827227364	1
Cluster-33358.27165	0.324016794	1
Cluster-33358.29054	-0.310852715	1
Cluster-33358.30225	0.275134467	1
Cluster-33358.31857	0.874337639	1
Cluster-33358.32177	0.109170729	1
Cluster-33358.38522	-2.996838517	1
Cluster-33358.38601	1.123145187	1
Cluster-33358.39085	0.595792321	1
Cluster-33358.39105	0.060639251	1
Cluster-33358.40184	0.654615751	1
Cluster-33358.43401	-1.554955866	1
Cluster-33358.44298	-1.329723014	1
Cluster-33358.46085	0.78909021	1
Cluster-33358.49161	-2.110587179	1
Cluster-33358.50264	0.815833162	1
Cluster-33358.52228	-2.07276081	1
Cluster-33358.52547	-2.764987878	1
Cluster-33358.53879	-1.318081732	1
Cluster-33358.54670	-3.228577993	1
Cluster-33358.55444	-0.807004637	1
Cluster-33358.55962	-1.073756108	1
Cluster-33358.56133	-3.278337679	1
Cluster-33358.56143	0.762544678	1
Cluster-33358.57896	-1.408877076	1
Cluster-33358.59019	-1.796964524	1
Cluster-33358.59271	-1.875878676	1
Cluster-33358.59278	-1.399833817	1
Cluster-33358.60589	-0.678891733	1
Cluster-33358.60874	-2.297488903	1
Cluster-33358.61219	-0.219563373	1
Cluster-33358.63060	-2.687812369	1
Cluster-33358.63296	-2.233991755	1
Cluster-33358.67192	-2.649652708	1
Cluster-33358.67296	-0.700412754	1
Cluster-33358.67851	-0.961287883	1
Cluster-33358.68099	0.657482644	1
Cluster-33358.68281	-2.587117154	1
Cluster-35104.0	-0.11776215	1
Cluster-35645.0	-0.066894787	1
Cluster-40117.1	-0.046775316	1
Cluster-42097.0	-2.239920464	1
Cluster-45802.2	-0.010511507	1
Cluster-93.0	0.123240185	0
Cluster-125.0	0.122635066	0
Cluster-281.0	0.122814528	0
Cluster-308.0	0.122598704	0
Cluster-404.1	0.123014966	0
Cluster-489.0	0.123279216	0
Cluster-533.0	0.122331578	0
Cluster-534.0	0.122562057	0
Cluster-632.1	0.122163608	0
Cluster-632.3	0.211124317	0
Cluster-2070.0	0.140189812	0
Cluster-2529.3	0.225431318	0
Cluster-2536.0	0.126680206	0
Cluster-2710.1	0.37735909	0
Cluster-2710.5	0.133489592	0
Cluster-2720.0	0.187896574	0
Cluster-2997.1	1.482273271	0
Cluster-3259.0	-0.197131314	0
Cluster-3259.2	-2.193717574	0
Cluster-3268.1	-0.545105169	0
Cluster-3435.0	0.096091223	0
Cluster-3988.0	0.008090486	0
Cluster-4341.0	-0.079568896	0
Cluster-4373.0	-0.551010301	0
Cluster-4925.0	2.836093092	0
Cluster-5384.0	-0.132411891	0
Cluster-5401.0	-0.053885916	0
Cluster-5567.0	0.118885367	0
Cluster-5698.0	0.117242601	0
Cluster-5998.1	0.0463757	0
Cluster-6121.0	-0.984650608	0
Cluster-6175.1	-0.311226127	0
Cluster-6510.0	-0.096167481	0
Cluster-6731.0	0.232903694	0
Cluster-6890.0	-0.482265667	0
Cluster-7915.0	-0.079567688	0
Cluster-8081.1	-0.054644759	0
Cluster-8127.0	-0.025153766	0
Cluster-8170.2	1.236299964	0
Cluster-8579.0	-0.079570952	0
Cluster-8759.0	0.056838687	0
Cluster-8951.0	0.254907419	0
Cluster-9282.0	-0.079569948	0
Cluster-9409.2	-1.071053917	0
Cluster-9449.0	0.074221408	0
Cluster-9608.0	-0.159634567	0
Cluster-10185.0	-0.139491095	0
Cluster-10501.0	0.047513151	0
Cluster-10726.1	0.074832067	0
Cluster-10737.0	0.192344664	0
Cluster-10842.0	2.743756853	0
Cluster-10892.0	1.817123143	0
Cluster-10903.0	-0.079575836	0
Cluster-10904.2	-1.036386066	0
Cluster-10907.0	0.211832562	0
Cluster-10913.1	0.098249007	0
Cluster-11300.0	0.103721621	0
